0, 1789
0, 1790
1, 1791
2, 1792
2, 1793
3, 1794
4, 1795
4, 1796
5, 1797
5, 1798
6, 1799
7, 1800
8, 1802
8, 1803
9, 1804
10, 1805
10, 1806
11, 1807
12, 1808
12, 1809
13, 1810
13, 1811
14, 1812
15, 1813
15, 1814
16, 1815
16, 1816
17, 1817
18, 1818
18, 1819
19, 1820
20, 1821
20, 1822
21, 1823
21, 1824
